IC0295,,Perseus,0,,0,11.01666667,40.61525,Other,Nothing here; nominal position.
IC0296,,Perseus,0,,0,11.08333333,40.62686111,Other,Nothing here; nominal position.
IC0297,,Perseus,0,,0,13.3,42.14877778,**,The identity as IC 0297 is not certain.
IC0298,,Cetus,0,,0.8,11.31666667,1.314722222,2x Galaxies,
IC0298A,,Cetus,12.92,,0.638122245,11.31666667,1.315027778,Galaxy,
IC0298B,,Cetus,15.1,,0.542033209,11.33333333,1.313388889,Galaxy,
IC0299,,Eridanus,11.16,,1.104219181,11.05,-13.10958333,Galaxy,
IC0300,,Perseus,11.14,,0.884590301,14.26666667,42.41533333,Galaxy,
IC0301,,Perseus,9.5,,1.679196236,14.8,42.22263889,Galaxy,
IC0302,,Cetus,9.64,,2.196724835,12.85,4.707027778,Galaxy,
IC0303,,Eridanus,11.69,,0.748131005,12.68333333,-11.68994444,Galaxy,
IC0304,,Perseus,10.34,,1.243422696,15.01666667,37.88183333,Galaxy,
IC0305,,Perseus,9.99,,1.016710382,15.06666667,37.86,Galaxy,
IC0306,,Eridanus,11.66,,0.916787871,13,-11.71569444,Galaxy,
IC0307,,Cetus,10.09,,1.708800749,13.75,-0.241444444,Galaxy,
IC0308,,Perseus,10.33,,1.486775033,16.26666667,41.18075,Galaxy,
IC0309,,Perseus,9.99,,1.393879478,16.1,40.80455556,Galaxy,
IC0310,,Perseus,9.15,,2.065526567,16.71666667,41.32497222,Galaxy,
IC0311,,Perseus,9.4,,1.414213562,16.78333333,40.00361111,Galaxy,
IC0312,,Perseus,9.78,,1.31946959,18.15,41.75411111,Galaxy,
IC0313,,Perseus,9.82,,1.531176019,20.96666667,41.89383333,Galaxy,
IC0314, NGC1289,Eridanus,0,,0,18.83333333,-1.973333333,DELETE,
IC0315,,Cetus,10.85,,0.755843899,19.15,4.038555556,Galaxy,
IC0316,,Perseus,0,,0.8,21.33333333,41.93055556,2x Galaxies,
IC0316 NED01,,Perseus,15.24,,0.481040539,21.33333333,41.92894444,Galaxy,
IC0316 NED02,,Perseus,10.47,,1.322006051,21.33333333,41.93191667,Galaxy,
IC0317,,Eridanus,10.77,,1.130707743,18.93333333,-12.74019444,Galaxy,
IC0318,,Eridanus,10.4,,1.17,20.73333333,-14.56822222,Galaxy,
IC0319,,Perseus,0,,0,23.48333333,41.41636111,*,
IC0320,,Perseus,9.93,,1.443086969,25.98333333,40.78902778,Galaxy,
IC0321,,Eridanus,10.58,,1.40121376,24.5,-14.98547222,Galaxy,
IC0322,,Taurus,11.75,,0.849705831,26,3.680555556,Galaxy,
IC0323,,Perseus,0,,0,29.56666667,41.85508333,Other,Galactic triple star.
IC0324, NGC1331,Eridanus,0,,0,26.46666667,-21.35530556,DELETE,
IC0325,,Eridanus,11.54,,1.111980216,30.81666667,-7.046722222,Galaxy,
IC0326,,Eridanus,10.41,,1.408012784,30.61666667,-14.42555556,Galaxy,
IC0327,,Eridanus,12.16,,0.92784697,31.16666667,-14.69213889,Galaxy,
IC0328,,Eridanus,11.37,,0.824196578,31.18333333,-14.63786111,Galaxy,
IC0329,,Taurus,10.8,,1.10923397,32.01666667,0.279444444,Galaxy,
IC0330,,Taurus,10.87,,1.069018241,32.13333333,0.353388889,Galaxy,
