label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,
NGC632,UGC 1157,PISCIS AUSTRINUS,12.3,autumn,1.5,1.621666667,5.883333333,Galaxy,pB;S;R;psbM,
NGC638,UGC 1170,PISCIS AUSTRINUS,13.8,autumn,0.8,1.66,7.233333333,Galaxy,vF;pS;R ,
NGC645,UGC 1177,PISCIS AUSTRINUS,12.6,autumn,2.6,1.668333333,5.733333333,Galaxy,F;pL;mE ,
NGC652,UGC 1184,PISCIS AUSTRINUS,13.6,autumn,1,1.678333333,7.983333333,Galaxy,eeF;pS;R;v diffic ,
NGC658,UGC 1196,PISCIS AUSTRINUS,12.5,autumn,3,1.703333333,12.6,Galaxy,pF;pS;mE;mbM ,
UGC1195,MCG -02-05-011,PISCIS AUSTRINUS,13.2,autumn,3,1.706666667,13.96666667,Galaxy,,
NGC656,UGC 1194,PISCIS AUSTRINUS,13.4,autumn,1.5,1.708333333,26.15,Galaxy,F;vS;R;(resolvable) ,
UGC1197,PGC 6294,PISCIS AUSTRINUS,15,autumn,1.8,1.708333333,18.3,Galaxy,,
NGC660,UGC 1201,PISCIS AUSTRINUS,11.2,autumn,8,1.716666667,13.65,Galaxy,pB;pL;E;bM;r ,
NGC664,UGC 1210,PISCIS AUSTRINUS,12.8,autumn,1.5,1.73,4.216666667,Galaxy,vF;S;R,
NGC665,UGC 1223,PISCIS AUSTRINUS,12.1,autumn,2.4,1.748333333,10.41666667,Galaxy,F;S;lE;bM;r,
IC156,UGC 1231,PISCIS AUSTRINUS,13.5,autumn,1.5,1.758333333,10.55,Galaxy,pB;S;R;mbMN=*12,
NGC676,UGC 1270,PISCIS AUSTRINUS,10.5,autumn,4.2,1.816666667,5.9,Galaxy,vF;E161;sbM*9 ,
NGC693,UGC 1304,PISCIS AUSTRINUS,12.4,autumn,2.2,1.841666667,6.15,Galaxy,pF;S;E90;vglbM;*10 nf,
NGC706,UGC 1334,PISCIS AUSTRINUS,12.5,autumn,1.9,1.863333333,6.3,Galaxy,F;S;bM;*13n1' ,
NGC718,UGC 1356,PISCIS AUSTRINUS,11.7,autumn,2.3,1.886666667,4.2,Galaxy,pB;S;iR;psmbM ,
NGC728, ,PISCIS AUSTRINUS,99.9,autumn,,1.916666667,4.216666667,3 Star - ,suspected neb ,
NGC730, ,PISCIS AUSTRINUS,99.9,autumn,,1.921666667,5.633333333,1 Star - ,vF;very stellar,
NGC741,IC 1741 ,PISCIS AUSTRINUS,11.1,autumn,3,1.938333333,5.633333333,Galaxy,pF;S;R;p of 2 ,
NGC742,MCG 1- 6- 4,PISCIS AUSTRINUS,14.3,autumn,0.2,1.94,5.633333333,Galaxy,vF;vS;R;sbM;f of 2 ,
NGC766,UGC 1458,PISCIS AUSTRINUS,12.7,autumn,2,1.978333333,8.35,Galaxy,vF;S;R;*11;2' np,
NGC791,UGC 1511,PISCIS AUSTRINUS,13.1,autumn,1.6,2.028333333,8.5,Galaxy,vF;S;*14 f,
NGC7396,UGC 12220,PISCIS AUSTRINUS,12.9,autumn,1.9,22.87333333,1.1,Galaxy,pF;pS;R;gbM,
NGC7397,MCG 0-58- 8,PISCIS AUSTRINUS,14.1,autumn,0.7,22.88,1.133333333,Galaxy,eF;vS,
NGC7398,UGC 12225,PISCIS AUSTRINUS,13.6,autumn,1.2,22.88,1.2,Galaxy,vF;pL,
NGC7401, ,PISCIS AUSTRINUS,15,autumn,1,22.88333333,1.15,Galaxy,eF;vS,
NGC7402,MCG 0-58- 10,PISCIS AUSTRINUS,14.4,autumn,0.7,22.885,1.15,Galaxy,eF;vS,
NGC7403, ,PISCIS AUSTRINUS,99.9,autumn,,22.885,1.483333333,1 Star - ,* slightly nebulous ,
NGC7422,UGC 12254,PISCIS AUSTRINUS,13.4,autumn,1,22.93666667,3.933333333,Galaxy,vF;pS;vlE ,
NGC7428,UGC 12262,PISCIS AUSTRINUS,12.5,autumn,2.4,22.955,-0.95,Galaxy,F;vS;R;bM ,
NGC7434,MCG 0-58- 16,PISCIS AUSTRINUS,15.7,autumn,0.6,22.97333333,-0.816666667,Galaxy,vF;vS;R;stellar,
NGC7455,Mrk 523,PISCIS AUSTRINUS,14.2,autumn,0.6,23.01166667,7.3,Galaxy,eF;pS;cE;F* close p ,
NGC7452,UGC 12302,PISCIS AUSTRINUS,15,autumn,0.4,23.01666667,6.75,Galaxy,eeF;pL;R;v diffic ,
NGC7459,UGC 12302,PISCIS AUSTRINUS,16,autumn,0.4,23.01666667,6.75,Galaxy,eeF;pL;R;* nr ,
NGC7458,UGC 12309,PISCIS AUSTRINUS,12.5,autumn,1.4,23.025,1.75,Galaxy,cF;cS;psbM,
NGC7460,UGC 12312,PISCIS AUSTRINUS,13,autumn,1.5,23.02833333,2.266666667,Galaxy,eF;pL;R ,
NGC7478,KUG 2302+023 ,PISCIS AUSTRINUS,15.6,autumn,0.4,23.08166667,2.583333333,Galaxy,eF;E ,
NGC7480B,KUG 2302+022 ,PISCIS AUSTRINUS,15.5,autumn,0.6,23.08333333,2.533333333,Galaxy,,
NGC7480A,NGC 7480,PISCIS AUSTRINUS,15.1,autumn,1.3,23.08666667,2.55,Galaxy,vF;vS;vlE;vgbM ,
NGC7472,NGC 7482,PISCIS AUSTRINUS,14.7,autumn,0.6,23.09333333,3.066666667,Galaxy,F neb *;(=7477),
NGC7477,NGC 7482,PISCIS AUSTRINUS,14.7,autumn,0.6,23.09333333,3.066666667,Galaxy,F;S;bM*15;*17 att;n = 7482,
NGC7482,NGC 7472,PISCIS AUSTRINUS,13.6,autumn,0.6,23.09333333,3.066666667,Galaxy,F;vS;stellar ,
NGC7483,UGC 12353,PISCIS AUSTRINUS,13,autumn,1.6,23.09666667,3.55,Galaxy,vF;S;E;psbM,
NGC7488,MCG 0-59- 1,PISCIS AUSTRINUS,13.8,autumn,0.6,23.13,0.933333333,Galaxy,vF;vS;stellar ,
NGC7493, ,PISCIS AUSTRINUS,99.9,autumn,,23.14166667,0.916666667,1 Star - ,vF;stellar,
NGC7499,UGC 12397,PISCIS AUSTRINUS,12.8,autumn,1.2,23.17333333,7.583333333,Galaxy,vF;vS;stellar ,
NGC7501,MCG 1-59- 7,PISCIS AUSTRINUS,13.4,autumn,0.5,23.175,7.583333333,Galaxy,eF ,
NGC7503,MCG 1-59- 8,PISCIS AUSTRINUS,13.2,autumn,0.8,23.17833333,7.566666667,Galaxy,vF;S;stellar ,
NGC7506,UGC 12406,PISCIS AUSTRINUS,12.9,autumn,1.7,23.195,-1.833333333,Galaxy,cF;vS;R;sbM*15 ,
UGC12423,PGC 70708,PISCIS AUSTRINUS,14.5,autumn,3.6,23.21833333,6.4,Galaxy,,
NGC7517,MCG 0-59- 8,PISCIS AUSTRINUS,14.4,autumn,0.6,23.22,-1.9,Galaxy,vF;vS;stellar ,
NGC7518,UGC 12422,PISCIS AUSTRINUS,13.4,autumn,1.4,23.22,6.316666667,Galaxy,vF;S;R,
NGC7521,MCG 0-59- 9,PISCIS AUSTRINUS,13.9,autumn,0.6,23.22666667,-0.266666667,Galaxy,vF;pS;psbM,
NGC7524,MCG 0-59- 10,PISCIS AUSTRINUS,15.5,autumn,0.8,23.23,-0.266666667,Galaxy,eF;vS,
NGC7530,MCG - 1-59- 4,PISCIS AUSTRINUS,15,autumn,0.9,23.23666667,-1.216666667,Galaxy,eF;vS;alm stellar ,
NGC7532,MCG - 1-59- 5,PISCIS AUSTRINUS,14.5,autumn,1.4,23.24,-1.266666667,Galaxy,vF;vS;lE ,
NGC7533,ZwG 380. 13 ,PISCIS AUSTRINUS,15.5,autumn,0.7,23.24,-1.966666667,Galaxy,F;S;R,
NGC7534,MCG - 1-59- 6,PISCIS AUSTRINUS,14.5,autumn,1,23.24,-1.3,Galaxy,eF;vS;lE ,
NGC7537,UGC 12442,PISCIS AUSTRINUS,13.2,autumn,2.1,23.24333333,4.5,Galaxy,vF;cS;R;bM;sp of 2 ,
NGC7541,UGC 12447,PISCIS AUSTRINUS,11.7,autumn,3.5,23.245,4.533333333,Galaxy,B;L;mE97;mbM;nf of 2,
NGC7581,MCG+01-59-017,PISCIS AUSTRINUS,12.4,autumn,3.5,23.24666667,4.533333333,Galaxy,vF;mE;*12-13 close f,
NGC7544,NPM1G -02 508,PISCIS AUSTRINUS,15.8,autumn,0.8,23.24833333,-1.8,Galaxy,eF;vS,
NGC7546,MCG - 1-59- 7,PISCIS AUSTRINUS,14.5,autumn,1.1,23.25166667,-1.666666667,Galaxy,eF;S;lE ,
NGC7564,ZwG 406. 36 ,PISCIS AUSTRINUS,14.5,autumn,0.5,23.26,7.316666667,Galaxy,vF;eS;stellar N,
NGC7554,III Zw 99 ,PISCIS AUSTRINUS,15.9,autumn,0.2,23.26166667,-1.616666667,Galaxy,eF;eS;alm stell;7556 f ,
NGC7556,MCG - 1-59- 9,PISCIS AUSTRINUS,14,autumn,2.5,23.26166667,-1.616666667,Galaxy,cF;pL;R;B** f ,
NGC7557,MCG 1-59- 21,PISCIS AUSTRINUS,14.1,autumn,0.6,23.26166667,6.716666667,Galaxy,vF;vS;p of 2 ,
NGC7560, ,PISCIS AUSTRINUS,99.9,autumn,,23.265,4.5,2 Star - ,F;vS;iR;sp of 2,
NGC7561, ,PISCIS AUSTRINUS,99.9,autumn,,23.26666667,4.516666667,1 Star - ,F;vS;iR;nf of 2,
NGC7562,UGC 12464,PISCIS AUSTRINUS,11.6,autumn,2.2,23.26666667,6.683333333,Galaxy,cB;pS;iR;psbM ,
NGC7562A,UGC 12467,PISCIS AUSTRINUS,15,autumn,1.5,23.26666667,6.65,Galaxy,,
NGC7565, ,PISCIS AUSTRINUS,99.9,autumn,,23.27166667,0.05,Non-existant - ,vF ,
NGC7569,UGC 124 72 ,PISCIS AUSTRINUS,14.3,autumn,1,23.27166667,0.066666667,Galaxy,vF;S;R;3 F st sf,
NGC7566,MCG - 1-59- 10,PISCIS AUSTRINUS,14.5,autumn,1.4,23.27666667,-1.666666667,Galaxy,vF;pS;E;er;3 F st inv,
NGC7575,MCG+01-59-028,PISCIS AUSTRINUS,14.8,autumn,0.5,23.28833333,5.65,Galaxy,F;S;vlE ,
NGC7577, ,PISCIS AUSTRINUS,16.5,autumn,0.3,23.28833333,7.366666667,Galaxy,*13.5 in vF neb,
NGC7583,NGC 7605,PISCIS AUSTRINUS,13.7,autumn,0.7,23.29833333,7.383333333,Galaxy,vF;vS,
NGC7604,MCG 1-59- 33,PISCIS AUSTRINUS,14.5,autumn,0.3,23.29833333,7.433333333,Galaxy,eF;vS;bM ,
NGC7605,NGC 7583,PISCIS AUSTRINUS,15.1,autumn,0.7,23.29833333,7.383333333,Galaxy,vF;S;R;glbM,
NGC7589,MCG 0-59- 19,PISCIS AUSTRINUS,14.1,autumn,1.1,23.305,0.266666667,Galaxy,eF;vS,
NGC7591,UGC 12486,PISCIS AUSTRINUS,13,autumn,1.9,23.305,6.583333333,Galaxy,pF;S;R;vgbM,
NGC7603,UGC 12493,PISCIS AUSTRINUS,13.2,autumn,1.6,23.315,0.25,Galaxy,F;vS;stellar ,
NGC7611,UGC 12509,PISCIS AUSTRINUS,12.5,autumn,1.5,23.32666667,8.066666667,Galaxy,F;S;R;triangle w 2 st 19 n,
NGC7613, ,PISCIS AUSTRINUS,17,autumn,0.2,23.33166667,0.416666667,Galaxy,vF ,
NGC7614, ,PISCIS AUSTRINUS,99.9,autumn,,23.33333333,0.216666667,Non-existant - ,vF;nf of 2,
NGC7617,MCG 1-59- 51A ,PISCIS AUSTRINUS,13.8,autumn,0.9,23.335,8.166666667,Galaxy,eF;vS,
NGC7629,MCG 0-59- 31,PISCIS AUSTRINUS,13.8,autumn,1,23.355,1.4,Galaxy,vF;vS;stellar ,
NGC7642,UGC 12560,PISCIS AUSTRINUS,13.7,autumn,0.6,23.38166667,1.45,Galaxy,vF;vS;bM ,
NGC7667,UGC 12578,PISCIS AUSTRINUS,14,autumn,1.6,23.40666667,0.116666667,Galaxy,vF ,
NGC7668, ,PISCIS AUSTRINUS,99.9,autumn,,23.40666667,0.116666667,Non-existant - ,vF;surround 7667,
NGC7669, ,PISCIS AUSTRINUS,99.9,autumn,,23.40666667,0.116666667,Non-existant - ,vF;surround 7667,
NGC7670, ,PISCIS AUSTRINUS,99.9,autumn,,23.40666667,0.116666667,Non-existant - ,vF;surround 7667,
NGC7679,UGC 12618,PISCIS AUSTRINUS,12.9,autumn,1.2,23.48,3.516666667,Galaxy,pB;S;R;mbMN;stell ,
NGC7682,UGC 12622,PISCIS AUSTRINUS,13.1,autumn,1.2,23.485,3.533333333,Galaxy,eF;*14 p 13.7 sec;ln,
NGC7683,UGC 12623,PISCIS AUSTRINUS,12.5,autumn,1.9,23.485,11.45,Galaxy,F;*13 n ,
NGC7684,UGC 12637,PISCIS AUSTRINUS,13.6,autumn,1.5,23.50833333,0.083333333,Galaxy,F;vS;stell,
NGC7685,UGC 12638,PISCIS AUSTRINUS,13.2,autumn,1.9,23.51,3.9,Galaxy,eF;cL;R;gbM;** nr ,
NGC7687,MCG 0-59- 51,PISCIS AUSTRINUS,13.4,autumn,1.3,23.515,3.55,Galaxy,vF;vS;*11 f 1s;n 85'',
NGC7693,MCG 0-60- 3,PISCIS AUSTRINUS,13.4,autumn,1.2,23.55333333,-0.7,Galaxy,S neb or neb* 14,
NGC7695,Mrk 931,PISCIS AUSTRINUS,15.9,autumn,0.6,23.55333333,-1.283333333,Galaxy,eF;stell;nr 7694,
NGC7694,MCG - 1-60- 4,PISCIS AUSTRINUS,14,autumn,1.6,23.555,-1.3,Galaxy,eF;pL;stellar ,
NGC7696,MCG 1-60- 4,PISCIS AUSTRINUS,14.8,autumn,0.5,23.56333333,4.866666667,Galaxy,F;S;lE,
NGC7699, ,PISCIS AUSTRINUS,15.9,autumn,0.6,23.575,-1.1,Galaxy,eF;vS,
NGC7700,MCG - 1-60- 6,PISCIS AUSTRINUS,14.5,autumn,2,23.575,-1.05,Galaxy,vF;eS;stellar ,
NGC7701,MCG - 1-60- 7,PISCIS AUSTRINUS,14,autumn,1.2,23.575,-1.15,Galaxy,vF;S;R;mbM;*11 sp ,
NGC7704,UGC 12684,PISCIS AUSTRINUS,13.4,autumn,1.1,23.58333333,4.9,Galaxy,eF;*12 p;sp of 2,
NGC7705,ZwG 407. 13 ,PISCIS AUSTRINUS,15.4,autumn,0.6,23.58333333,4.8,Galaxy,eF ,
NGC7706,UGC 12686,PISCIS AUSTRINUS,13.2,autumn,1.2,23.58666667,4.966666667,Galaxy,vF;pS;*18 close s;nf of 2,
NGC7710,MCG - 1-60- 10,PISCIS AUSTRINUS,15,autumn,1.2,23.59666667,-1.116666667,Galaxy,pF;vS;stellar ,
NGC7714,UGC 12699,PISCIS AUSTRINUS,12.5,autumn,1.9,23.60333333,2.15,Galaxy,pB;S;R;psbM;*12 sp;*6 sf ,
NGC7715,UGC 12700,PISCIS AUSTRINUS,14.2,autumn,2.7,23.60666667,2.15,Galaxy,eF;pL;R ,
NGC7716,UGC 12702,PISCIS AUSTRINUS,12.1,autumn,2.2,23.60833333,0.3,Galaxy,F;pL;lE;gbM;*10 s ,
NGC7731,UGC 12737,PISCIS AUSTRINUS,13.5,autumn,1.4,23.69166667,3.733333333,Galaxy,F;S ,
NGC7732,UGC 12738,PISCIS AUSTRINUS,13.8,autumn,2,23.69333333,3.716666667,Galaxy,vF;pL,
NGC7738,UGC 12757,PISCIS AUSTRINUS,14.4,autumn,2,23.73333333,0.516666667,Galaxy,vF;n of 2 ,
NGC7739,ZwG 381. 38 ,PISCIS AUSTRINUS,15.1,autumn,1.1,23.74166667,0.316666667,Galaxy,s of 2;vnr,
NGC7746,UGC 12768,PISCIS AUSTRINUS,13.1,autumn,1.4,23.755,-0.316666667,Galaxy,eF;pS;R;* nr S ,
NGC7750,UGC 12777,PISCIS AUSTRINUS,12.9,autumn,1.6,23.77666667,3.8,Galaxy,cF;pL;vlE0;lbM;*11 sf,
NGC7751,UGC 12778,PISCIS AUSTRINUS,12.8,autumn,1,23.78333333,6.866666667,Galaxy,F;S;R;gbM;er ,
NGC7756, ,PISCIS AUSTRINUS,14,autumn,0.5,23.81166667,4.183333333,Galaxy,neb;5' sp 7757 ,
NGC7757,UGC 12788,PISCIS AUSTRINUS,12.7,autumn,2.4,23.81333333,4.166666667,Galaxy,vF;cL;vlE;vglbM;2 st 13 n,
NGC7778,UGC 12827,PISCIS AUSTRINUS,12.7,autumn,1,23.88833333,7.866666667,Galaxy,cF;S;R;psbM;stellar;1st of 4 ,
NGC7779,UGC 12831,PISCIS AUSTRINUS,12.7,autumn,1.4,23.89,7.883333333,Galaxy,pF;S;R;psbM;stellar;2nd of 4 ,
NGC7780,UGC 12833,PISCIS AUSTRINUS,13.9,autumn,0.9,23.89166667,8.116666667,Galaxy,vF;vS;R;lbM;F* inv ,
NGC7781,MCG 1-60- 47,PISCIS AUSTRINUS,13.9,autumn,0.8,23.89666667,7.866666667,Galaxy,F;S;R;3rd of 4 ,
NGC7782,UGC 12834,PISCIS AUSTRINUS,12.2,autumn,2.2,23.89833333,7.966666667,Galaxy,pF;pL;lE;glbM;4th of 4 ,
NGC7783A,NGC 7783-1 ,PISCIS AUSTRINUS,14.1,autumn,1.3,23.90333333,0.383333333,Galaxy,F;S;lE,
NGC7783B,NGC 7783-2 ,PISCIS AUSTRINUS,15,autumn,0.7,23.90333333,0.383333333,Galaxy,,
NGC7783C,HCG 98C ,PISCIS AUSTRINUS,16,autumn,0.3,23.90333333,0.35,Galaxy,,
NGC7785,UGC 12841,PISCIS AUSTRINUS,11.6,autumn,2,23.92166667,5.916666667,Galaxy,pB;pS;iR;psbM;r;* 8 p 4'.5,
NGC7787,UGC 12849,PISCIS AUSTRINUS,14.2,autumn,1.8,23.935,0.55,Galaxy,vF;S;R,
NGC7797,UGC 12877,PISCIS AUSTRINUS,13.7,autumn,1,23.98333333,3.633333333,Galaxy,eF;pS;iR;lbM ,
NGC2200,ESO 254-39 ,PUPPIS,14.1,winter,1,6.221666667,-42.33333333,Galaxy,eF;pS;R;vlbM ,
NGC2201,ESO 254-40 ,PUPPIS,13.4,winter,1.4,6.225,-42.3,Galaxy,eF;S;R;pslbM ,
NGC2220,ESO 255-**4 ,PUPPIS,99.9,winter,5,6.353333333,-43.23333333,Asterism - ,Cl;B;P;*8... ,
NGC2298,GCL 11 ,PUPPIS,9.4,winter,6.8,6.816666667,-36,Globular Clu. - ,B;pL;iR;gbM;rr ,
NGC2310,ESO 309- 7 ,PUPPIS,11.8,winter,4.3,6.898333333,-39.13333333,Galaxy,pB;pL;vmE 45 deg;pslbM ,
NGC2328,ESO 309-16 ,PUPPIS,12.8,winter,1.6,7.043333333,-41.93333333,Galaxy,vF;S;vlE;bM;am st ,
Cr135, ,PUPPIS,2.1,winter,50,7.29,-35.16666667,Open Cluster - 77,13''-vB;vvL;nC;scattered 38* at 60X,
Be135, ,PUPPIS,79.9,winter,13,7.316666667,-43.41666667,Dark Nebula - ,13''-F; pL; E 3X1; dark nebula makes for few stars,
Mel66,Cr 147 ,PUPPIS,7.8,winter,10,7.438333333,-46.31666667,Open Cluster - 200,13''-pB;L;pRi;irR; 27* mags 10... at 100X,
Tr7,Cr 146 ,PUPPIS,7.9,winter,5,7.455,-24,Open Cluster - 30,13''-pF;pS;nRi;sC at 100X; 17*,
NGC2396,OCL 579,PUPPIS,7.4,winter,10,7.458333333,-10.28333333,Open Cluster - 30,Cl;vL;vlC ,
Czernik29, ,PUPPIS,10.3,winter,8,7.471666667,-14.6,Open Cluster - 40,13''-pF;pL;nRi;nC; 18* mags 11... at 135X,
Haffner10, ,PUPPIS,11.5,winter,1.6,7.476666667,-14.61666667,Open Cluster - 40,13''-F;S; 640mm_bahtinov.svg 12m at 135X ,
PK248-8.1,M4- 2 ,PUPPIS,13,winter,8s,7.481666667,-34.25,Planetary Nebula - ,13''-F;S;R;nBM; held steady at 220X,
Ru22, ,PUPPIS,99.9,winter,2.8,7.488333333,-28.81666667,Open Cluster - 15,,
NGC2401,OCL 508,PUPPIS,12.6,winter,2,7.49,-12.03333333,Open Cluster - 20,Cl;S;cRi;cC;st vS ,
Ru23, ,PUPPIS,99.9,winter,3,7.511666667,-22.63333333,Open Cluster - 20,,
Bochum4, ,PUPPIS,7.3,winter,23,7.516666667,-15.05,Open Cluster - 30,13''-pB;pL;sC; 22* at 135X ,
NGC2409, ,PUPPIS,8,winter,2.5,7.526666667,-16.81666667,Open Cluster - ,Cl;S but B;*8...10 ,
Sh2-302,Gum 6;RCW 7 ,PUPPIS,99.9,winter,20,7.526666667,-15.03333333,Bright Nebula - ,13''-vF;pL;R at 100X with UHC filter,
Bochum6, ,PUPPIS,9.9,winter,10,7.53,-18.55,Open Cluster - 40,13''-pF;pS; 15* mags 11... at 135X ,
PK234-0.1,M1-15 ,PUPPIS,14,winter,1s,7.53,-18.55,Planetary Nebula - ,,
Ru24, ,PUPPIS,99.9,winter,2,7.531666667,-11.21666667,Open Cluster - 15,13''-pF;S;nRi;nC at 135X; 640mm_bahtinov.svg mags 11... ,
Bochum5, ,PUPPIS,7,winter,11,7.535,-15.05,Open Cluster - 12,13''-pF;pS;nRi;nC; 7* 135X; aster in horseshoe,
vdB97, ,PUPPIS,99.9,winter,10,7.536666667,-16.95,Bright Nebula - ,,
NGC2414,OCL 598,PUPPIS,7.9,winter,4,7.553333333,-14.55,Open Cluster - 35,Cl;P;lC;st9... ,
NGC2413, ,PUPPIS,99.9,winter,10,7.555,-12.9,Open Cluster - ,Cl;vL;P;vlC,
Ru40, ,PUPPIS,99.9,winter,3.5,7.558333333,-19.48333333,Open Cluster - 10,,
Haffner11, ,PUPPIS,99.9,winter,4.4,7.59,-26.3,Open Cluster - 35,,
Sh2-307,Gum 7;RCW 12,PUPPIS,99.9,winter,4,7.591666667,-17.23333333,Bright Nebula - ,13''-vF;pL;E 1.5X1;nBM at 100X with UHC filter,
NGC2421,OCL 626,PUPPIS,8.3,winter,10,7.603333333,-19.38333333,Open Cluster - 70,Cl;L;cRi;*11...13 , H 
NGC2427,ESO 208-27 ,PUPPIS,11.5,winter,4.9,7.608333333,-46.36666667,Galaxy,eF;L;pmE;gmbM;2* inv,
NGC2422,M 47 ,PUPPIS,4.4,winter,30,7.61,-13.51666667,Open Cluster - 30,Cl;B;vL;pRi;st L & S, HM
NGC2478,NGC 2422,PUPPIS,4.4,winter,30,7.61,-13.51666667,Open Cluster - ,cluster ,
vdB98,Ced 101 ,PUPPIS,99.9,winter,10,7.61,-24.7,Bright Nebula - ,13''-vF;pS;E 2X1 E-W at 135X with UHC filter ,
Ru25, ,PUPPIS,99.9,winter,0.7,7.613333333,-22.61666667,Open Cluster - 10,,
Czernik31, ,PUPPIS,99.9,winter,9,7.616666667,-19.46666667,Open Cluster - 40,,
NGC2423,OCL 592,PUPPIS,6.7,winter,19,7.618333333,-12.13333333,Open Cluster - 40,Cl;vL;Ri;pC;st vS , H 
Ru26, ,PUPPIS,99.9,winter,10,7.62,-14.31666667,Open Cluster - 20,,
Mel71,Cr 155 ,PUPPIS,7.1,winter,9,7.625,-11.93333333,Open Cluster - 80,13''-B;pL;mC;mBM; 48* mags 10..14 at 100X ,
Ru27, ,PUPPIS,99.9,winter,18,7.626666667,-25.5,Open Cluster - 30,13''-F;pL;E E-W at 100X; 14* mags 12...,
NGC2425,OCL 599,PUPPIS,99.9,winter,3.3,7.638333333,-13.11666667,Open Cluster - 30,Cl;P;S;st vS ,
NGC2428, ,PUPPIS,99.9,winter,6,7.656666667,-15.46666667,Open Cluster - ,Cl;vL;vlC ,
NGC2430, ,PUPPIS,99.9,winter,,7.658333333,-15.65,Asterism - ,Cl;vL;vlC ,
Ru28, ,PUPPIS,99.9,winter,4,7.66,-28.7,Open Cluster - 20,,
PK228+5.1,M1-17 ,PUPPIS,13.5,winter,3s,7.673333333,-10.45,Planetary Nebula - ,,
Haffner13, ,PUPPIS,99.9,winter,15,7.675,-29.91666667,Open Cluster - 15,,
NGC2439,OCL 688,PUPPIS,6.9,winter,10,7.68,-30.3,Open Cluster - 80,Cl;B;pRi;pL;lC;* 9;12...14,
NGC2432,OCL 620,PUPPIS,10.2,winter,8,7.681666667,-18.91666667,Open Cluster - 50,Cl;pL;pC;E 0 deg;st L & S,
Ru151, ,PUPPIS,99.9,winter,15,7.685,-15.71666667,Open Cluster - 30,13''-pF;pS at 135X; 10* mags 11... ,
NGC2437,M 46 ,PUPPIS,6.1,winter,27,7.696666667,-13.18333333,Open Cluster - 100,!;Cl;vB;vRi;vL , M
NGC2438,PK 231+4.2 ,PUPPIS,11,winter,65s,7.696666667,-13.26666667,Planetary Nebula - ,pB;pS;vlE;r;3s.75 d ,B H 
NGC2440,PK 234+2.1 ,PUPPIS,11.5,winter,54s,7.698333333,-17.78333333,Planetary Nebula - ,cB;not v well def ,B H 
Ru31, ,PUPPIS,99.9,winter,2,7.7,-34.41666667,Open Cluster - 15,,
PK231+4.1,M1-18 ,PUPPIS,14.4,winter,33s,7.701666667,-13.65,Planetary Nebula - ,,
Ru30, ,PUPPIS,99.9,winter,6.5,7.703333333,-30.53333333,Open Cluster - 30,,
PK249-5.1,Abell 23,PUPPIS,13.1,winter,54s,7.721666667,-33.25,Planetary Nebula - ,11''-F; L; virF; crescent shape; low surf brightness ,
NGC2447,M 93 ,PUPPIS,6.2,winter,22,7.741666667,-22.15,Open Cluster - 80,Cl;L;pRi;lC;st8...13, M
NGC2448,ESO 493-**8 ,PUPPIS,99.9,winter,5,7.743333333,-23.33333333,Open Cluster - ,Cl of 18 or 20* 11...13 ,
Ru32, ,PUPPIS,8.4,winter,6,7.75,-24.48333333,Open Cluster - 30,13''-pB;pL;nRi;nC at 135X; 21* mags 11...,
NGC2451,OCL 716,PUPPIS,2.8,winter,50,7.755,-36.03333333,Open Cluster - 40,Cl;vvL;vlC;one *4.5 ,
Haffner14, ,PUPPIS,99.9,winter,3.8,7.758333333,-26.13333333,Open Cluster - ,,
Haffner15, ,PUPPIS,9.4,winter,3.5,7.758333333,-31.15,Open Cluster - 35,13''-pB;pS;vC;nRi at 165X,
Ru33, ,PUPPIS,99.9,winter,6,7.763333333,-20.05,Open Cluster - 20,,
Ru34, ,PUPPIS,9.5,winter,4,7.765,-19.61666667,Open Cluster - 35,,
Ru35, ,PUPPIS,99.9,winter,0.8,7.77,-30.71666667,Open Cluster - 10,,
NGC2452,PK 243-1.1 ,PUPPIS,12.6,winter,22s,7.79,-26.66666667,Planetary Nebula - ,F;S;lE;am 60* ,
NGC2453,OCL 670,PUPPIS,8.3,winter,5,7.793333333,-26.8,Open Cluster - 30,Cl;S;pRi;pC,
Ru36, ,PUPPIS,9.6,winter,4,7.808333333,-25.7,Open Cluster - 30,13''-F; pL; nRi; nC; 10* and fuzz at 135X,
Haffner25, ,PUPPIS,99.9,winter,1,7.816666667,-25.05,Open Cluster - 20,,
NGC2455,OCL 636,PUPPIS,10.2,winter,8,7.816666667,-20.7,Open Cluster - 50,Cl;cL;pRi;lC;st12 ,
Ru37, ,PUPPIS,99.9,winter,0.8,7.83,-16.75,Open Cluster - 30,,
PK236+3.1,K1-12 ,PUPPIS,15.4,winter,38s,7.836666667,-18.7,Planetary Nebula - ,,
Haffner16, ,PUPPIS,10,winter,1.1,7.838333333,-24.55,Open Cluster - 30,13''-pB;S;pRi;vC; 19* mags 11... at 165X,
Czernik32, ,PUPPIS,99.9,winter,3,7.841666667,-28.15,Open Cluster - 30,,
Ru38, ,PUPPIS,99.9,winter,6,7.841666667,-19.81666667,Open Cluster - 15,,
Haffner17, ,PUPPIS,99.9,winter,1.6,7.86,-30.18333333,Open Cluster - 20,,
