label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,
NGC2129,OCL 467,GEMINI,6.7,winter,7,6.011666667,23.31666667,Open Cluster - 40,Cl;pL;40 or 50* 8...15 , H 
IC2157,Cr 80 ,GEMINI,8.4,winter,7,6.08,24.06666667,Open Cluster - 20,Cl;S;about 20 F stars,
NGC2158,OCL 468,GEMINI,8.6,winter,5,6.123333333,24.1,Open Cluster - ,Cl;pS;mC;vRi;irr triangleeS,B H 
Sh2-247,LBN 843 ,GEMINI,99.9,winter,10,6.141666667,21.61666667,Bright Nebula - ,13''-eF;L;R; 5* invol at 100X with UHC filter,
NGC2168,M 35 ,GEMINI,5.1,winter,28,6.148333333,24.35,Open Cluster - 200,Cl;vL;eRi;pC;st9...16, M
IC443,LBN 844,GEMINI,12,winter,50,6.286666667,22.51666667,Supernova Rem. - ,F;narrow curved,
Cr89, ,GEMINI,5.7,winter,35,6.3,23.63333333,Open Cluster - 15,11''-pB; vL; nC; not well detached at 60X,
IC444,LBN 840,GEMINI,99.9,winter,8,6.323333333,23.28333333,Bright Nebula - ,Neb;* 9.5 inv ,
NGC2218, ,GEMINI,99.9,winter,,6.411666667,19.35,Asterism - ,F Cl ,
Bochum1, ,GEMINI,7.9,winter,26,6.425,19.76666667,Open Cluster - 8,,
PK194+2.1,J 900 ,GEMINI,12.4,winter,12s,6.433333333,17.78333333,Planetary Nebula - ,vS;B ,
NGC2224, ,GEMINI,99.9,winter,,6.458333333,12.6,Asterism - ,Cl;pC;w neb? ,
NGC2234, ,GEMINI,99.9,winter,25,6.49,16.71666667,Asterism - ,Cl;eL;pRi;lC;st L & S,
Berk23, ,GEMINI,99.9,winter,4,6.555,20.53333333,Open Cluster - 25,,
NGC2248, ,GEMINI,99.9,winter,,6.576666667,26.3,Asterism - ,small cluster ,
PK189+7.1,M1- 7 ,GEMINI,13,winter,38s,6.623333333,24.01666667,Planetary Nebula - ,13''-pB; pS; lE 1.2X1 in PA 135; in rich FOV ,
NGC2265, ,GEMINI,99.9,winter,,6.695,11.9,Asterism - ,Cl;P;30 or 400mm_bahtinov.svg 12...13 ,
NGC2266,OCL 471,GEMINI,9.5,winter,7,6.721666667,26.96666667,Open Cluster - 50,Cl;pS;eC;Ri;st 11..15, H 
NGC2274,UGC 3541,GEMINI,12.1,winter,2.4,6.788333333,33.56666667,Galaxy,F;S;bM,
NGC2275,UGC 3542,GEMINI,13.1,winter,1.3,6.788333333,33.6,Galaxy,eF;vS,
NGC2277, ,GEMINI,99.9,winter,,6.796666667,33.45,Asterism - ,Cl;vS;lRi ,
NGC2278, ,GEMINI,99.9,winter,,6.805,33.4,2 Star - ,vF;vS,
NGC2279, ,GEMINI,99.9,winter,,6.806666667,33.41666667,3 Star - ,vF;vS;stellar Nucl;=2275?,
NGC2284, ,GEMINI,99.9,winter,,6.82,33.2,4 Star - ,F;r ,
NGC2285, ,GEMINI,99.9,winter,,6.826666667,33.36666667,2 Star - ,eF;eS;r? ,
NGC2288,IC 2173 ,GEMINI,14.4,winter,0.2,6.848333333,33.46666667,Galaxy,eF;vS,
NGC2289,UGC 3560,GEMINI,13.2,winter,1.1,6.848333333,33.48333333,Galaxy,cF;S;R,
NGC2290,UGC 3562,GEMINI,13.2,winter,1.2,6.848333333,33.43333333,Galaxy,F;S;gbM ,
NGC2291,ZwG 175. 20 ,GEMINI,13.2,winter,1,6.85,33.53333333,Galaxy,eF;vS;=IC 2173 ,
NGC2294,MCG 6-15- 14,GEMINI,13.8,winter,0.8,6.853333333,33.53333333,Galaxy,eeF ,
Berk29, ,GEMINI,99.9,winter,4,6.885,16.91666667,Open Cluster - 20,,
UGC3587,PGC 19813,GEMINI,13.8,winter,2.8,6.896666667,19.3,Galaxy,,
NGC2304,OCL 484,GEMINI,10,winter,5,6.92,17.98333333,Open Cluster - 30,Cl;pL;Ri;mC;st vS , H 
PK200+8.1,Abell 19,GEMINI,17,winter,69.0s,6.998333333,14.61666667,Planetary Nebula - ,,
NGC2331,OCL 475,GEMINI,8.5,winter,18,7.116666667,27.26666667,Open Cluster - 30,Cl;L;vlC;S Cl inv ,
UGC3691,PGC 20214,GEMINI,11.9,winter,2.2,7.133333333,15.16666667,Galaxy,,
NGC2339,UGC 3693,GEMINI,11.8,winter,2.7,7.138333333,18.78333333,Galaxy,pB;pL;R;glbM ,
NGC2333,UGC 3689,GEMINI,13.3,winter,1,7.14,35.16666667,Galaxy,vF;S;R;bM ,
NGC2341,UGC 3708,GEMINI,13.2,winter,0.8,7.153333333,20.6,Galaxy,vF;vS,
NGC2342,UGC 3709,GEMINI,12.6,winter,1.4,7.155,20.63333333,Galaxy,pF;S;lE;vlbM ,
NGC2355,NGC 2356,GEMINI,9.7,winter,9,7.283333333,13.75,Open Cluster - 40,Cl;pS;pRi;mC;*15..16, H 
NGC2356,NGC 2355,GEMINI,9.7,winter,9,7.283333333,13.75,Open Cluster - ,Cl;lC,
NGC2357,UGC 3782,GEMINI,13.3,winter,3.6,7.295,23.35,Galaxy,eF;L;mE;bM;F* inv ,
UGC3808,PGC 20744,GEMINI,14.1,winter,1.7,7.351666667,25.15,Galaxy,,
NGC2365,UGC 3821,GEMINI,12.4,winter,2.4,7.373333333,22.08333333,Galaxy,vF;pS;R;psbM ,
NGC2370,UGC 3835,GEMINI,13.6,winter,0.8,7.416666667,23.78333333,Galaxy,eF;vS;E ,
NGC2371,NGC 2372,GEMINI,11.2,winter,74s,7.426666667,29.48333333,Planetary Nebula - ,B;S;R;bMN;p of Dneb , H 
NGC2372,NGC 2371,GEMINI,11.2,winter,74s,7.426666667,29.5,Planetary Nebula - ,pB;S;R;bMN;f of Dneb, H 
NGC2373,UGC 3848,GEMINI,13.7,winter,0.6,7.443333333,33.81666667,Galaxy,eF;vS,
NGC2376,MCG 4-18- 17,GEMINI,14.5,winter,0.5,7.443333333,23.06666667,Galaxy,eF;vS,
NGC2375,UGC 3854,GEMINI,13.6,winter,1.3,7.453333333,33.83333333,Galaxy,eF;vS;2379 f 17s;1' s,
NGC2395,OCL 502,GEMINI,8,winter,12,7.453333333,13.61666667,Open Cluster - 30,Cl;pRi;C , H 
NGC2378, ,GEMINI,99.9,winter,,7.456666667,33.83333333,2 Star - ,2 vF close st in eF neb;2379 f 2s;1' s ,
NGC2379,UGC 3857,GEMINI,13.5,winter,0.8,7.456666667,33.81666667,Galaxy,vF;vS,
NGC2385,MCG 6-17- 8,GEMINI,15,winter,0.8,7.475,33.83333333,Galaxy,vF;vS;R;bM,
NGC2386, ,GEMINI,99.9,winter,,7.476666667,33.78333333,2 Star - ,stellar ,
NGC2388,UGC 3870,GEMINI,13.7,winter,1,7.481666667,33.81666667,Galaxy,vF;S;R;bM ,
PK205+14.1,Abell 21,GEMINI,11.3,winter,10,7.483333333,13.25,Planetary Nebula - ,13''-F;pL;E at 100X with UHC; crescent shape ,
NGC2389,UGC 3872,GEMINI,12.9,winter,2,7.485,33.86666667,Galaxy,vF;S;R;psbM,
NGC2390, ,GEMINI,99.9,winter,,7.485,33.83333333,1 Star - ,vF ,
NGC2391, ,GEMINI,99.9,winter,,7.485,33.83333333,1 Star - ,eF ,
NGC2392,PK 197+17.1 ,GEMINI,8.6,winter,47s,7.486666667,20.91666667,Planetary Nebula - ,B;S;R;*9M;*8 nf 100'',BCH 
NGC2393,UGC 3884,GEMINI,14,winter,1.2,7.501666667,34.03333333,Galaxy,eF;pS;lE;dif;r?,
NGC2398,MCG 4-18- 23,GEMINI,15.5,winter,0.4,7.505,24.48333333,Galaxy,vF;eS;bM;Dneb? ,
NGC2406,MCG 3-19- 21,GEMINI,15,winter,0.7,7.53,18.28333333,Galaxy,eF;eS;vSN?,
NGC2407,UGC 3896,GEMINI,13.4,winter,1.1,7.531666667,18.33333333,Galaxy,eF;eS;vSN?,
NGC2405,MCG 4-18- 26,GEMINI,14.5,winter,0.5,7.536666667,25.9,Galaxy,vF;S;iR ,
NGC2411,UGC 3914,GEMINI,14.5,winter,0.9,7.576666667,18.28333333,Galaxy,*14 slightly nebs ,
NGC2410,UGC 3917,GEMINI,13,winter,2.4,7.583333333,32.81666667,Galaxy,eF;vS;sev vfinv ,
NGC2418,UGC 3931,GEMINI,12.2,winter,1.8,7.61,17.88333333,Galaxy,vF;eS;bM ,
NGC2420,OCL 488,GEMINI,8.3,winter,10,7.64,21.56666667,Open Cluster - 100,Cl;cL;Ri;C;st 11...18, H 
UGC3974,PGC 21600,GEMINI,13.1,winter,3.1,7.698333333,16.8,Galaxy,,
NGC2435,UGC 3996,GEMINI,12.8,winter,2.2,7.736666667,31.65,Galaxy,F;S;lbM ,
NGC2449,UGC 4026,GEMINI,13.4,winter,1.3,7.788333333,26.93333333,Galaxy,eF;eS;R;bM;r ,
NGC2450,MCG 5-19- 8,GEMINI,15.5,winter,0.9,7.791666667,27.01666667,Galaxy,eF;vS;S* inv ,
NGC2454,UGC 4053,GEMINI,14.5,winter,0.8,7.843333333,16.36666667,Galaxy,vF;eS;R;bM,
NGC2480,UGC 4116,GEMINI,13.7,winter,1.3,7.953333333,23.78333333,Galaxy,vF;E np sf;close np 2481 ,
NGC2481,UGC 4118,GEMINI,12.9,winter,1.4,7.953333333,23.76666667,Galaxy,F;S;lE;bM;er ,
NGC2486,UGC 4123,GEMINI,13.3,winter,1.7,7.965,25.16666667,Galaxy,vF;S;psbM ,
NGC2487,UGC 4126,GEMINI,12.5,winter,2.7,7.971666667,25.15,Galaxy,vF;S;gbM ,
NGC2490,MCG 5-19- 27,GEMINI,15.5,winter,0.6,7.988333333,27.08333333,Galaxy,vF;S;R;*13 1'f;p of 2,
NGC2492,UGC 4138,GEMINI,12.7,winter,1,7.991666667,27.03333333,Galaxy,vF;S;R;bM;f of 2,
NGC2498,UGC 4142,GEMINI,13.4,winter,1.1,7.993333333,24.98333333,Galaxy,vF;vS;R;bMN,
NGC7070,ESO 287-28 ,GRUS,12.3,autumn,2.4,21.50666667,-42.91666667,Galaxy,F;cL;lE;gvlbM;p of 2,
NGC7072A,ESO 287-29 ,GRUS,13.9,autumn,0.8,21.50666667,-42.8,Galaxy,,
NGC7072,ESO 287-31 ,GRUS,13.7,autumn,0.9,21.51,-42.85,Galaxy,F;S;R;vglbM;f of 2 ,
NGC7075,ESO 343- 4 ,GRUS,12.7,autumn,1.2,21.525,-37.38333333,Galaxy,cF;cS;R;pgbM ,
NGC7070A,ESO 287-34 ,GRUS,12.3,autumn,2.1,21.53,-41.15,Galaxy,,
NGC7079,ESO 287-36 ,GRUS,11.6,autumn,2,21.54333333,-43.93333333,Galaxy,B;R;cS;psbM,
NGC7091,IC 5114 ,GRUS,12.9,autumn,2.1,21.56833333,-35.35,Galaxy,eF;pL;vgbM;*6f40'' ,
NGC7087,ESO 343- 8 ,GRUS,13,autumn,1.1,21.57666667,-39.18333333,Galaxy,cF;S;R;gbM,
NGC7097,ESO 287-48 ,GRUS,11.7,autumn,1.8,21.67,-41.46666667,Galaxy,B;S;vlE;mbM,
NGC7097A,ESO 287-49 ,GRUS,14.3,autumn,0.6,21.67666667,-41.51666667,Galaxy,,
NGC7107,ESO 287-52 ,GRUS,12.8,autumn,2.1,21.70666667,-43.2,Galaxy,vF;cL;R;vglbM ,
NGC7117,ESO 236-40 ,GRUS,12.8,autumn,1.4,21.76333333,-47.58333333,Galaxy,F;S;R;glbM;p of 2 ,
NGC7118,ESO 236-45 ,GRUS,12.6,autumn,1.4,21.77,-47.65,Galaxy,F;S;R;glbM;f of 2 ,
NGC7119B,NGC 7119-2 ,GRUS,13,autumn,1.1,21.77,-45.48333333,Galaxy,,
NGC7119A,NGC 7119-1 ,GRUS,12.9,autumn,1.2,21.77166667,-45.48333333,Galaxy,F;S;R;gbM ,
NGC7144,ESO 237-11 ,GRUS,10.8,autumn,3.7,21.87833333,-47.75,Galaxy,vB;pS;R;mbMN ,
NGC7145,ESO 237-13 ,GRUS,11.1,autumn,2.5,21.88833333,-46.11666667,Galaxy,B;S;R;in triangle of st 13,
IC5148,PK 2-52.1,GRUS,11,autumn,120s,21.99333333,-38.61666667,Planetary Nebula - ,pB;L;lE;* att;annular,
NGC7162,ESO 288-26 ,GRUS,12.7,autumn,2.8,21.99333333,-42.7,Galaxy,cF;cL;cE;glbM ,
NGC7166,ESO 288-27 ,GRUS,11.9,autumn,2.4,22.00833333,-42.61666667,Galaxy,cB;S;vlE;smbMN ,
NGC7162A,ESO 288-28 ,GRUS,12.6,autumn,2.6,22.01,-42.85,Galaxy,,
NGC7169,ESO 237-28 ,GRUS,14.5,autumn,1,22.04666667,-46.3,Galaxy,eF;S;R;*8 np ,
NGC7213,ESO 288-43 ,GRUS,10.1,autumn,3.7,22.155,-46.83333333,Galaxy,vB;pS;R;gbM,
IC5181,ESO 289-G001 ,GRUS,11.5,autumn,2.5,22.22333333,-45.98333333,Galaxy,,
NGC7232A,ESO 289- 3 ,GRUS,13,autumn,2.1,22.22833333,-44.1,Galaxy,,
NGC7232,ESO 289- 7 ,GRUS,12,autumn,2.6,22.26,-44.15,Galaxy,pB;S;pmE;psbM;p of 2,
NGC7233,ESO 289- 8 ,GRUS,12.5,autumn,1.7,22.26333333,-44.15,Galaxy,F;vS;R;*8 f;f of 2 ,
NGC7232B,ESO 289- 9 ,GRUS,13.6,autumn,1.6,22.265,-44.21666667,Galaxy,,
IC5186,ESO 405-G007 ,GRUS,11.9,autumn,1.8,22.31333333,-35.2,Galaxy,eeF;S;R;Fnr preceeding,
NGC7249,ESO 190- 1 ,GRUS,13.4,autumn,1.1,22.34166667,-54.86666667,Galaxy,eeF;R;doubtful obj ,
IC5201,ESO 289-GO18 ,GRUS,10.6,autumn,7.8,22.35,-45.96666667,Galaxy,,
NGC7297,ESO 345-18 ,GRUS,13.7,autumn,0.9,22.52,-36.16666667,Galaxy,eF;S;R;p of 2 ,
NGC7299,ESO 345-19 ,GRUS,14,autumn,0.7,22.52666667,-36.18333333,Galaxy,eF;S;R;f of 2 ,
NGC7307,ESO 345-26 ,GRUS,12.6,autumn,3.4,22.565,-39.06666667,Galaxy,F;pL;pmE ,
NGC7322,NGC 7334,GRUS,13.5,autumn,0.9,22.63166667,-36.76666667,Galaxy,vF;S;vlE;gbM ,
NGC7334,NGC 7322,GRUS,14.5,autumn,0.9,22.63166667,-36.76666667,Galaxy,eeF;(=7322),
IC5240,ESO 290-G002 ,GRUS,11.9,autumn,2.8,22.69833333,-43.23333333,Galaxy,pF;pL;R; Fsf,
NGC7355,ESO 406- 6 ,GRUS,15.1,autumn,1,22.725,-35.13333333,Galaxy,eeF;S;R;D* f 40s,
NGC7368,ESO 345-49 ,GRUS,12.4,autumn,2.9,22.75833333,-38.65,Galaxy,F;cS;lE;glbM ,
NGC7382,ESO 406-15 ,GRUS,13.6,autumn,1.2,22.84,-35.15,Galaxy,eF;vS;R;*12 att np ,
NGC7400,ESO 290-22 ,GRUS,13.6,autumn,2.7,22.905,-44.65,Galaxy,pF;lE;glbM;vSinv ,
NGC7404,IC 5260 ,GRUS,12.8,autumn,1.5,22.905,-38.68333333,Galaxy,vF;S;R,
NGC7410,ESO 346-12 ,GRUS,10.3,autumn,5.5,22.91666667,-38.33333333,Galaxy,cB;L;vmE43;mbM ,
NGC7412,ESO 290-24 ,GRUS,11.4,autumn,3.8,22.93,-41.35,Galaxy,eF;vL;*7 nf,
NGC7418,ESO 406-25 ,GRUS,10.9,autumn,3.8,22.94333333,-36.96666667,Galaxy,cB;vL;vlE;vglbM,
NGC7418A,ESO 406-27 ,GRUS,13.2,autumn,3.5,22.945,-35.23333333,Galaxy,,
NGC7421,ESO 346-17 ,GRUS,11.9,autumn,2,22.94833333,-36.65,Galaxy,cB;L;vlE;gpmbM;rr ,
NGC7412A,ESO 290-28 ,GRUS,13.9,autumn,3.8,22.95166667,-41.2,Galaxy,,
IC1459,IC 5265 ,GRUS,10,autumn,5.1,22.95333333,-35.53333333,Galaxy,F;pS;com;N=12 m,
IC5267,ESO 290-G026 ,GRUS,10.5,autumn,5.4,22.95333333,-42.6,Galaxy,pB;S;R;mbM,
NGC7424,ESO 346-19 ,GRUS,10.5,autumn,10,22.955,-40.93333333,Galaxy,F;cL;vlE;vgmbM ,
IC5273,ESO 346-G022 ,GRUS,11.4,autumn,2.6,22.99,-36.3,Galaxy,vF;cL;lE;4 stars preceeding ,
NGC7456,ESO 346-26 ,GRUS,11.8,autumn,5.1,23.03666667,-38.43333333,Galaxy,vF;L;mE34;vglbM,
NGC7462,ESO 346-28 ,GRUS,11.7,autumn,4.3,23.04666667,-39.16666667,Galaxy,cF;pS;vmE5;*11 np ,
NGC7470,ESO 239- 9 ,GRUS,14.3,autumn,1.4,23.08666667,-49.88333333,Galaxy,eF;pL;R;glbM;*11 np ,
NGC7476,ESO 290-45 ,GRUS,12.6,autumn,1.4,23.08666667,-42.9,Galaxy,F;S;R;triangle w 2 st 7m ,
NGC7496,ESO 291- 1 ,GRUS,11.1,autumn,3.3,23.16333333,-42.56666667,Galaxy,pB;cL;lE;vgbM *13 ,
NGC7496A,ESO 291- 7 ,GRUS,14.1,autumn,1.5,23.20666667,-42.21666667,Galaxy,,
NGC7531,ESO 291-10 ,GRUS,11.3,autumn,4.5,23.24666667,-42.4,Galaxy,pB;S;lE;pgbM ,
NGC7545,ESO 347- 4 ,GRUS,13,autumn,1.1,23.25833333,-37.46666667,Galaxy,F;S;vlE;vgvlbM;*10 att ,
NGC7552,IC 5294 ,GRUS,10.6,autumn,3.4,23.27,-41.41666667,Galaxy,B;S;mE90;vsbM *13 ,
NGC7582,ESO 291-16 ,GRUS,10.6,autumn,5,23.30666667,-41.63333333,Galaxy,pB;L;pmE;gbM ,
NGC7590,ESO 347-33 ,GRUS,11.5,autumn,2.6,23.315,-41.76666667,Galaxy,pB;pL;pmE;gbM;p of 2,
NGC7599,IC 5308 ,GRUS,11.5,autumn,4.4,23.32166667,-41.73333333,Galaxy,F;pL;pmE;gbM;f of 2 ,
NGC7632,IC 5313 ,GRUS,12.1,autumn,2.4,23.36666667,-41.51666667,Galaxy,F;S;R;lbM ,
NGC7658A,NGC 7658-1 ,GRUS,15.3,autumn,0.6,23.44,-38.78333333,Galaxy,D;both eF;S;R;4 st p,
NGC7658B,NGC 7658-2 ,GRUS,14.9,autumn,0.8,23.44,-38.76666667,Galaxy,,
NGC6013,UGC 10080,HERCULES,13.6,summer,1.4,15.88166667,40.65,Galaxy,eF;vS;iR;lbM ,
NGC6028,NGC 6046,HERCULES,13.5,summer,1.3,16.025,19.36666667,Galaxy,vF;pS;no Nucl ,
NGC6046,NGC 6028,HERCULES,14.4,summer,1.3,16.025,19.36666667,Galaxy,eF;pL;partly verified,
NGC6030,UGC 10139,HERCULES,12.8,summer,1.2,16.03166667,17.95,Galaxy,pF;vS;R;bM,
Abell2147, ,HERCULES,13.8,summer,39.2,16.03666667,15.88333333,Galaxy clust. - ,,
NGC6032,UGC 10148,HERCULES,13.5,summer,1.6,16.05,20.95,Galaxy,vF;pL;lE;vlbM;np of 2,
NGC6035,UGC 10154,HERCULES,13.5,summer,0.9,16.05666667,20.88333333,Galaxy,vF;pL;lE;sf of 2,
NGC6034,MCG 3-41- 62,HERCULES,13.5,summer,1,16.05833333,17.2,Galaxy,eeF;vS;R;v diffic ,
NGC6040,UGC 10165,HERCULES,14.5,summer,1.3,16.07333333,17.75,Galaxy,vF;eS;F* close ,
NGC6058,PK 64+48.1 ,HERCULES,13,summer,25s,16.07333333,40.68333333,Planetary Nebula - ,pF;vS;R;stellar,
NGC6041,UGC 10170,HERCULES,13.7,summer,1.3,16.07666667,17.71666667,Galaxy,F;S ,
NGC6039,NGC 6042,HERCULES,14.5,summer,0.8,16.07833333,17.7,Galaxy,eeF;vS;R;sp of 3 in line ,
NGC6042,NGC 6039,HERCULES,13.9,summer,0.8,16.07833333,17.7,Galaxy,vF;vS,
NGC6043,MCG 3-41- 86,HERCULES,15.5,summer,0.7,16.08333333,17.78333333,Galaxy,eeF;pS;lE;(4th of 10),
NGC6044,IC 1172 ,HERCULES,14.3,summer,0.6,16.08333333,17.86666667,Galaxy,eeF;vS;R;vFclose p,
Abell2151,Hercules Galxy Cl ,HERCULES,13.8,summer,56,16.085,17.71666667,Galaxy clust. - ,13''-5 gals eF;S; 4 areR; 1 is sE at 165X,
NGC6045,UGC 10177,HERCULES,13.9,summer,1.3,16.085,17.75,Galaxy,eeF;vS;R;v diffic ,
NGC6047,MCG 3-41- 87,HERCULES,13.5,summer,1.1,16.08666667,17.73333333,Galaxy,eF;R;pS;F* close n ,
NGC6052,NGC 6064-1 ,HERCULES,13,summer,0.8,16.08666667,20.53333333,Galaxy,F;pL;iR;(=6064),
NGC6064,NGC 6052-1 ,HERCULES,14.1,summer,0.8,16.08666667,20.55,Galaxy,vF;vS;pB* sf ,
Abell2152, ,HERCULES,13.8,summer,37,16.08833333,16.45,Galaxy clust. - ,,
NGC6050,UGC 10186,HERCULES,14.7,summer,0.9,16.09,17.75,Galaxy,eeF;S;R;v diffic,
NGC6055,UGC 10191,HERCULES,13.7,summer,1,16.09166667,18.16666667,Galaxy,eeF;pS;R;v diffic ,
NGC6056,IC 1176 ,HERCULES,13.9,summer,0.9,16.09166667,17.96666667,Galaxy,eeF;v diffic ,
NGC6054,IC 1179 ,HERCULES,15.2,summer,0.8,16.09333333,17.76666667,Galaxy,eeF;pS;lE;F* sp,
NGC6053,NGC 6057,HERCULES,15.5,summer,0.6,16.095,18.16666667,Galaxy,eeF;S;R;v diffic,
NGC6057,NGC 6053,HERCULES,14.7,summer,0.6,16.095,18.16666667,Galaxy,eeF;eS;R ,
UGC10200,PGC 57098,HERCULES,13.6,summer,0.7,16.095,41.35,Galaxy,,
NGC6060,UGC 10196,HERCULES,13.1,summer,2,16.09833333,21.48333333,Galaxy,eF;E;sbM ,
NGC6061,UGC 10199,HERCULES,13.6,summer,1,16.105,18.25,Galaxy,eeF;S;R;4B*s ,
NGC6062,UGC 10202,HERCULES,13.6,summer,1.2,16.10666667,19.78333333,Galaxy,eF;R;vlbM;r,
NGC6073,UGC 10235,HERCULES,13.5,summer,1.3,16.17,16.7,Galaxy,vF;S;resolvable,
Pal14, ,HERCULES,14.7,summer,2.5,16.18333333,14.96666667,Globular Clu. - ,,
NGC6074,MCG 2-41- 15,HERCULES,15.5,summer,0.2,16.18833333,14.25,Galaxy,eF;vS;R;bM,
NGC6075,MCG 4-38- 38,HERCULES,15.5,summer,0.9,16.19,23.96666667,Galaxy,F;vS;R;* or st inv;rr? ,
IC4593,PK 25+40.1 ,HERCULES,11,summer,12.5s,16.195,12.06666667,Planetary Nebula - ,S;F;Stellar,
NGC6078,MCG 2-41- 17,HERCULES,14.5,summer,1,16.20166667,14.21666667,Galaxy,eF;vS;R;bM,
NGC6081,IC 1202 ,HERCULES,13.1,summer,1.8,16.215,9.866666667,Galaxy,vF;S;R;bM ,
NGC6083,MCG 2-41- 20,HERCULES,15,summer,0.7,16.22,14.18333333,Galaxy,eF;vS;diffic ,
NGC6084,UGC 10291,HERCULES,13.9,summer,1,16.23833333,17.75,Galaxy,eeF;pS;R;v diffic ,
NGC6098,UGC 10299,HERCULES,14.5,summer,1.4,16.26,19.46666667,Galaxy,eF;vS;R;*8f41s;np of 2 ,
NGC6099,UGC 10299,HERCULES,14.5,summer,1.3,16.26,19.45,Galaxy,eF;vS;R;sf of 2,
NGC6106,UGC 10328,HERCULES,12.2,summer,2.4,16.31333333,7.416666667,Galaxy,F;pL;lE;vgbM;r ,
NGC6113,MCG 2-41- 24,HERCULES,15,summer,0.9,16.32,14.13333333,Galaxy,vF;S;R,
NGC6141, ,HERCULES,16,summer,0.4,16.385,40.85,Galaxy,vF;pS;no nucl ,
NGC6132,UGC 10363,HERCULES,13.6,summer,1.5,16.39333333,11.78333333,Galaxy,eF;vS;vlbM,
NGC6138,MCG 7-34- 20,HERCULES,15,summer,0.9,16.415,41.05,Galaxy,vF;vS;R;bM,
NGC6145,MCG 7-34- 21,HERCULES,15,summer,0.8,16.41666667,40.95,Galaxy,F;R;bM,
NGC6147,MCG 7-34- 22,HERCULES,17,summer,0.4,16.41833333,40.93333333,Galaxy,eF;one of 3,
NGC6146,UGC 10379,HERCULES,12.5,summer,1.3,16.42,40.9,Galaxy,cF;vS;R;bM,
NGC6154,UGC 10382,HERCULES,12.7,summer,2.1,16.425,49.83333333,Galaxy,vF;S;R;lbM;er ,
NGC6150B,MCG 7-34- 27,HERCULES,15,summer,0.5,16.42833333,40.48333333,Galaxy,,
NGC6150A,NGC 6150,HERCULES,14,summer,1,16.43,40.48333333,Galaxy,vF;vS;R ,
NGC6155,UGC 10385,HERCULES,12.2,summer,1.3,16.435,48.36666667,Galaxy,F;pS;iF;gbM,
NGC6148, ,HERCULES,16.5,summer,0.6,16.45166667,24.1,Galaxy,vF;S;w st ,
DoDz5, ,HERCULES,99.9,summer,27,16.45666667,38.06666667,Open Cluster - ,11'' pF;pL;nC;nRi; 12* ,
NGC6149,UGC 10391,HERCULES,13.5,summer,1.1,16.45666667,19.6,Galaxy,vF;pS;R;pB* nr s,
NGC6159,UGC 10397,HERCULES,14.2,summer,1.1,16.45666667,42.68333333,Galaxy,vF;S;iR;lbM,
PK47+42.1,Abell 39,HERCULES,13.7,summer,2.9,16.45833333,27.9,Planetary Nebula - ,13''-vF; L; R; nBM; averted viz helps ,
Abell2197, ,HERCULES,14,summer,89.6,16.46166667,40.91666667,Galaxy clust. - ,,
NGC6158,MCG 7-34- 41,HERCULES,13.7,summer,1.1,16.46166667,39.38333333,Galaxy,F;S;iF,
NGC6160,UGC 10400,HERCULES,13.2,summer,1.8,16.46166667,40.93333333,Galaxy,cF;pL;R;gbM;r ,
NGC6161,MCG 6-36- 46,HERCULES,14.6,summer,0.9,16.47166667,32.81666667,Galaxy,vF;S;lbM ,
NGC6162,UGC 10353,HERCULES,13.6,summer,0.9,16.47333333,32.85,Galaxy,F;S;lbM ,
NGC6166C,MCG 7-34- 48,HERCULES,15.5,summer,0.4,16.47333333,39.56666667,Galaxy,,
NGC6163,MCG 6-36- 48,HERCULES,14.3,summer,0.6,16.475,32.85,Galaxy,vF;S;lbM ,
NGC6166A,MCG 7-34- 50,HERCULES,16,summer,0.3,16.475,39.51666667,Galaxy,,
Abell2199, ,HERCULES,13,summer,89.6,16.47666667,39.51666667,Galaxy clust. - ,,
NGC6166,UGC 10409,HERCULES,11.8,summer,2.2,16.47666667,39.55,Galaxy,pF;S;vlE;vgmbM ,
NGC6166D,MCG 7-34- 56,HERCULES,15.8,summer,0.4,16.47833333,39.51666667,Galaxy,,
NGC6166B,MCG 7-34- 76,HERCULES,15.8,summer,0.3,16.48166667,39.56666667,Galaxy,,
NGC6174, ,HERCULES,99.9,summer,0.4,16.49166667,40.86666667,Galaxy,vF ,
NGC6173,UGC 10421,HERCULES,12.1,summer,1.9,16.49666667,40.81666667,Galaxy,cF;vS;R;bM,
NGC6175,UGC 10422,HERCULES,15,summer,1.2,16.5,40.63333333,Galaxy,vF;vS;R ,
NGC6177,UGC 10428,HERCULES,13.6,summer,1.7,16.51,35.05,Galaxy,vF;pL;iE;rr;* nr,
NGC6180,MCG 7-34- 95,HERCULES,14.1,summer,0.6,16.51,40.53333333,Galaxy,eF;vS;R;mbM,
NGC6179,ZwG 196. 73 ,HERCULES,15.5,summer,0.2,16.51333333,35.1,Galaxy,vF;S;bMN;4' nf 6177 ,
NGC6168,UGC 10434,HERCULES,14.3,summer,1.4,16.52333333,20.18333333,Galaxy,eeF;mE;F*at p end ,
NGC6184,MCG 7-34-109,HERCULES,15,summer,0.8,16.52666667,40.56666667,Galaxy,eF;vS;R;vlbM ,
